id,url,title,summary,category,breadcrumb,rating_average,rating_count,rating_detail,info,ingredients,directions,notes,nutrition,main_image,ugc_image
6984,https://www.allrecipes.com/recipe/6984/banana-sour-cream-bread/,Banana Sour Cream Bread,"I know, you're probably thinking, 'Oh no! Another banana bread recipe!' But this one is a little different: the sour cream makes this one so moist it melts in your mouth. The flavor is just wonderful! This one is great for gift giving and holidays. Loaves freeze well.","['bread', 'breakfast-and-brunch', 'fruits-and-vegetables', 'holidays-and-events', 'ingredients']","['Home', 'Recipes', 'Breakfast and Brunch Recipes', 'Breakfast Bread Recipes']",4.775344827586207,5800,"{1: 64, 2: 63, 3: 149, 4: 560, 5: 4964}","{'total': '1 hr 10 mins', 'servings': '32', 'cook': '1 hr', 'prep': '10 mins', 'yield': '4 - 7x3 inch loaves'}","Ingredient Checklist
cup white sugar. 1 teaspoon ground cinnamon. cup butter. 3 cups white sugar. 3 eggs. 6 very ripe bananas, mashed. 1 (16 ounce) container sour cream. 2 teaspoons vanilla extract. 2 teaspoons ground cinnamon. teaspoon salt. 3 teaspoons baking soda. 4 cups all-purpose flour. 1 cup chopped walnuts (Optional)","Step 1 Preheat oven to 300 degrees F (150 degrees C). Grease four 7x3 inch loaf pans. In a small bowl, stir together 1/4 cup white sugar and 1 teaspoon cinnamon. Dust pans lightly with cinnamon and sugar mixture. Advertisement. Step 2 In a large bowl, cream butter and 3 cups sugar. Mix in eggs, mashed bananas, sour cream, vanilla and cinnamon. Mix in salt, baking soda and flour. Stir in nuts. Divide into prepared pans.. Step 3 Bake for 1 hour, until a toothpick inserted in center comes out clean.",,Nutrition Facts Per Serving: 263 calories; protein 3.7g 7% DV; carbohydrates 40.1g 13% DV; fat 10.4g 16% DV; cholesterol 35.1mg 12% DV; sodium 199.8mg 8% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4510541.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4510541.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5395811.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3949489.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1120967.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F440249.jpg']"
6988,https://www.allrecipes.com/recipe/6988/hungarian-braided-white-bread/,Hungarian Braided White Bread,A beautiful loaf to see and even more wonderful to eat.,['bread'],"['Home', 'Recipes', 'Bread', 'Yeast Bread Recipes', 'White Bread Recipes']",4.672727272727273,55,"{1: 0, 2: 0, 3: 4, 4: 10, 5: 41}","{'cook': '1 hr', 'servings': '12', 'prep': '30 mins', 'total': '2 hrs 30 mins', 'yield': '1 loaf', 'additional': '1 hr'}","Ingredient Checklist
1 (.25 ounce) package active dry yeast. 1 cups warm milk (110 degrees F/45 degrees C). 1 egg yolk. 2 eggs. 2 tablespoons white sugar. 2 teaspoons salt. 5 cups all-purpose flour. 1 tablespoon poppy seeds. 1 egg, beaten","Step 1 In a small mixing bowl, dissolve yeast in warm milk. Let stand until creamy, about 15 minutes. Advertisement. Step 2 Mix the egg, egg yolks, sugar, and salt. In a large mixing bowl, combine the yeast mixture with the egg, egg yolks, sugar, salt and 3 cups of the flour; stir until well combined. Add the remaining flour, 1/2 cup at a time, stirring well after each addition. When the dough has pulled together, turn it out onto a lightly floured surface and knead until smooth and supple, about 8 minutes.. Step 3 Turn out onto a floured bread board, and cut into 2 equal parts. Form into cylindrical loaves; let rest for 20 minutes. Divide each loaf in half and roll into a long rope for braiding. Fasten the 4 ends together. Braid. End by fastening the ends, and turning each end under the loaf. Place on cookie sheet, and cover with a towel until doubled in size, about 40 minutes.. Step 4 Brush risen loaf with a beaten egg and sprinkle with poppy seeds. Bake at 400 degrees F (200 degrees C) for 15 minutes. Reduce heat to 350 degrees F (175 degrees C) and bake for an additional 45 minutes, or until golden brown.",,Nutrition Facts Per Serving: 245 calories; protein 8.7g 17% DV; carbohydrates 44.1g 14% DV; fat 3.2g 5% DV; cholesterol 72.9mg 24% DV; sodium 419.8mg 17% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2697254.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2697254.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F864141.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7843585.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7882031.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8062512.jpg']"
7001,https://www.allrecipes.com/recipe/7001/poppy-seed-bread-with-glaze/,Poppy Seed Bread with Glaze,This recipe was given to my mom from our neighbor. The bread is so sweet and delicious! It's still very scrumptious if you choose not to use the glaze. They are the BEST GUARANTEED!,"['bread', 'breakfast-and-brunch']","['Home', 'Recipes', 'Breakfast and Brunch Recipes', 'Breakfast Bread Recipes']",4.785365853658536,205,"{1: 1, 2: 2, 3: 7, 4: 20, 5: 175}","{'servings': '24', 'total': '1 hr 20 mins', 'additional': '5 mins', 'cook': '1 hr', 'yield': '2 -9 inch loaves', 'prep': '15 mins'}","Ingredient Checklist
3 cups all-purpose flour. 1 teaspoons salt. 1 teaspoons baking powder. 3 tablespoons poppy seeds. 1 teaspoons butter flavored extract. 1 cups vegetable oil. 3 eggs. 1 cups milk. 2 cups white sugar. 1 teaspoons vanilla extract. 1 teaspoons almond extract. cup orange juice. teaspoon butter flavored extract. teaspoon almond extract. 1 teaspoon vanilla extract. 2 cups confectioners' sugar","Step 1 Preheat oven to 350 degrees F (175 degrees C). Grease bottoms of two 9-inch loaf pans. Advertisement. Step 2 Mix together flour, salt, baking powder, poppy seeds, butter flavoring, oil, eggs, milk, sugar, vanilla, and almond flavoring. Pour into prepared pans.. Step 3 Bake at 350 degrees F (175 degrees C) for one hour. Cool 5 minutes. Poke holes in top of loaves and pour glaze over.. Step 4 To make glaze: Mix orange juice, 1/2 teaspoon butter flavoring, 1/2 teaspoon almond flavoring, and 1 teaspoon vanilla. Add enough confectioners' sugar to make glaze.",,Nutrition Facts Per Serving: 302 calories; protein 3.1g 6% DV; carbohydrates 42g 14% DV; fat 13.8g 21% DV; cholesterol 24.5mg 8% DV; sodium 191.5mg 8% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F34726.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F34726.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1074773.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1109698.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4515390.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F527348.jpg']"
7003,https://www.allrecipes.com/recipe/7003/applesauce-bread-i/,Applesauce Bread I,This is a really good and moist bread.,"['bread', 'breakfast-and-brunch', 'fruits-and-vegetables', 'everyday-cooking']","['Home', 'Recipes', 'Breakfast and Brunch Recipes', 'Breakfast Bread Recipes']",4.381294964028777,139,"{1: 1, 2: 3, 3: 15, 4: 43, 5: 77}","{'servings': '24', 'yield': '2 loaves', 'total': '1 hr 30 mins', 'prep': '10 mins', 'cook': '1 hr 20 mins'}","Ingredient Checklist
3 cups all-purpose flour. 3 eggs. 2 cups white sugar. 1 cup vegetable oil. 2 cups applesauce. 1 cup raisins (Optional). 1 teaspoon ground cinnamon. 1 teaspoon baking soda. teaspoon baking powder. cup sour cream","Step 1 Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 x 5 inch loaf pans. Advertisement. Step 2 Beat together eggs, sugar, and oil. Blend in applesauce, and then sour cream or buttermilk. Mix in flour, baking powder, soda, and cinnamon. Stir in raisins. Pour batter into prepared pans.. Step 3 Bake for 80 minutes. Cool on wire racks.",,Nutrition Facts Per Serving: 251 calories; protein 2.8g 6% DV; carbohydrates 36.7g 12% DV; fat 11g 17% DV; cholesterol 25.4mg 9% DV; sodium 70.3mg 3% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1024884.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1024884.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F433009.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F12737.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1024884.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F267497.jpg']"
7005,https://www.allrecipes.com/recipe/7005/applesauce-raisin-bread/,Applesauce Raisin Bread,Quick and easy rolled oat bread.,"['bread', 'breakfast-and-brunch']","['Home', 'Recipes', 'Breakfast and Brunch Recipes', 'Breakfast Bread Recipes']",4.136363636363637,44,"{1: 1, 2: 4, 3: 3, 4: 16, 5: 20}","{'yield': '1 loaf', 'servings': '12', 'total': '1 hr 15 mins', 'cook': '1 hr', 'prep': '15 mins'}","Ingredient Checklist
1 cups all-purpose flour. 1 teaspoons baking powder. teaspoon baking soda. 1 teaspoons ground cinnamon. 1 cup quick cooking oats. cup packed brown sugar. cup raisins. 1 cups applesauce. cup vegetable oil. 2 eggs, beaten. cup milk. cup apple juice","Step 1 Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8 1/2 x 4 1/2 inch loaf pan. Advertisement. Step 2 Soak raisins in apple juice.. Step 3 In a large bowl, whisk together flour, baking powder, soda, cinnamon, oats, and brown sugar. Add applesauce, oil, eggs, and milk; stir until just combined. Mix in raisins. Spread batter into prepared pan.. Step 4 Bake for 55 to 60 minutes. Remove from pan immediately, and cool on a wire rack.",,Nutrition Facts Per Serving: 245 calories; protein 4.1g 8% DV; carbohydrates 41.3g 13% DV; fat 7.7g 12% DV; cholesterol 31.4mg 11% DV; sodium 133.4mg 5% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F251827.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F251827.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F251827.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F529769.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F153906.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6049315.jpg']"
7013,https://www.allrecipes.com/recipe/7013/mocha-chocolate-chip-banana-muffins/,Mocha Chocolate Chip Banana Muffins,"This recipe was shared with me by my friend, Sharon. She was given the recipe by her mother. Everyone who has tasted them will agree that they are the best muffins ever!","['bread', 'fruits-and-vegetables', 'ingredients']","['Home', 'Recipes', 'Bread', 'Quick Bread Recipes', 'Muffin Recipes', 'Chocolate Muffin Recipes']",4.648426812585499,731,"{1: 4, 2: 4, 3: 34, 4: 161, 5: 528}","{'servings': '18', 'yield': '15 - 18 muffins', 'total': '35 mins', 'prep': '10 mins', 'cook': '25 mins'}","Ingredient Checklist
1 cup margarine. 1 cups white sugar. 1 egg. 3 ripe bananas. 1 tablespoon instant coffee granules, dissolved in. 1 tablespoon water. 1 teaspoon vanilla extract. 2 cups all-purpose flour. teaspoon salt. 1 teaspoon baking powder. 1 teaspoon baking soda. 1 cup semisweet chocolate chips","Step 1 Preheat oven to 350 degrees F (175 degrees C). Advertisement. Step 2 Blend butter or margarine, sugar, egg, banana, dissolved coffee, and vanilla in food processor for 2 minutes. Add flour, salt, baking powder, and soda, and blend just until flour disappears. Add chocolate chips and mix in with wooden spoon. Spoon mixture into 15 to 18 paper-lined muffin cups.. Step 3 Bake for 25 minutes. Cool on wire racks.",,Nutrition Facts Per Serving: 267 calories; protein 2.7g 5% DV; carbohydrates 36.5g 12% DV; fat 13.3g 20% DV; cholesterol 10.3mg 3% DV; sodium 251.6mg 10% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1334257.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1334257.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5805160.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5871537.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F253854.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F223613.jpg']"
7018,https://www.allrecipes.com/recipe/7018/angel-biscuits-ii/,Angel Biscuits II,"These are a delicious cross between a roll and a biscuit. You roll them out like a biscuit, and they rise like a roll.",['bread'],"['Home', 'Recipes', 'Bread', 'Yeast Bread Recipes', 'Rolls and Buns']",4.514705882352941,204,"{1: 3, 2: 8, 3: 12, 4: 39, 5: 142}","{'cook': '10 mins', 'yield': '2 dozen biscuits', 'prep': '35 mins', 'total': '1 hr 45 mins', 'servings': '24', 'additional': '1 hr'}","Ingredient Checklist
1 (.25 ounce) package active dry yeast. cup warm water (110 degrees F/45 degrees C). 2 cups buttermilk. 5 cups all-purpose flour. 1 tablespoon baking powder. 1 teaspoon baking soda. 2 teaspoons salt. 3 tablespoons white sugar. cup shortening","Step 1 In a small bowl, dissolve yeast in warm water. Let stand until creamy, about 5 minutes. Add buttermilk to yeast mixture, and set aside. Advertisement. Step 2 In a large bowl, combine flour, sugar, baking powder, baking soda, and salt. Cut in shortening with a pastry blender until mixture resembles coarse meal. Stir in yeast mixture until dry ingredients are moistened. Turn dough out onto a floured surface, and knead 4 or 5 times.. Step 3 On a lightly floured surface, roll dough to 1/2 inch thickness. Cut out biscuits with a 2 1/2 inch round cutter. Place on lightly greased baking sheets, barely touching each other. Cover, and let rise in a warm place free from drafts for 1 hour, or until almost doubled in size. Preheat oven to 425 degrees F (220 degrees C).. Step 4 Bake in preheated oven for 10 to 12 minutes, or until browned.",,Nutrition Facts Per Serving: 167 calories; protein 3.5g 7% DV; carbohydrates 22.7g 7% DV; fat 6.9g 11% DV; cholesterol 0.8mg; sodium 329.4mg 13% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3929207.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3929207.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5345734.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7969305.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F45561.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3929207.jpg']"
7022,https://www.allrecipes.com/recipe/7022/lefse-ii/,Lefse II,"My grandmother used to serve this with cheese as a pre-dinner snack while we waited for the turkey. She used a heavy cast iron griddle, lightly floured. I use a 1 1/2 inch wood dowel to roll out nice and thin.","['appetizers-and-snacks', 'bread', 'us-recipes', 'world-cuisine']","['Home', 'Recipes', 'Bread', 'Quick Bread Recipes']",3.8461538461538463,13,"{1: 3, 2: 0, 3: 0, 4: 3, 5: 7}","{'total': '1 hr', 'servings': '12', 'cook': '45 mins', 'prep': '15 mins', 'yield': '12 pieces'}","Ingredient Checklist
1 cup buttermilk. 6 tablespoons light corn syrup. cup white sugar. teaspoon baking soda. teaspoon ground cardamom. 3 cups all-purpose flour","Step 1 In a large bowl, mix by hand sour milk or buttermilk, corn syrup, sugar, soda, cardamom, and flour until mixture becomes a soft pliable dough. Advertisement. Step 2 Divide the dough into 12 or so pieces. Roll out each piece until about 1/8 inch thick.. Step 3 Bake on a lightly floured griddle over very low heat for 12 to 15 minutes per side. Serve warm with your favorite cheese or jam.",,Nutrition Facts Per Serving: 186 calories; protein 4.4g 9% DV; carbohydrates 40.9g 13% DV; fat 0.5g 1% DV; cholesterol 0.8mg; sodium 81mg 3% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F996053.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F996053.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F996053.jpg']"
7024,https://www.allrecipes.com/recipe/7024/banana-nut-bread-baked-in-a-jar/,Banana Nut Bread Baked in a Jar,This makes a great gift for friends and neighbors. Also great for Christmas Bazaar item. Decorate with pretty label and a circle of Christmas fabric under the jar ring. Using the same basic recipe you can substitute different fruits and vegetables to make other varieties.,"['bread', 'fruits-and-vegetables', 'holidays-and-events', 'ingredients']","['Home', 'Recipes', 'Bread', 'Quick Bread Recipes', 'Fruit Bread Recipes', 'Banana Bread Recipes', 'Banana Nut Bread Recipes']",4.7709090909090905,275,"{1: 4, 2: 1, 3: 12, 4: 20, 5: 238}","{'cook': '45 mins', 'servings': '24', 'prep': '10 mins', 'total': '1 hr 5 mins', 'yield': '8 (1 pint) jars', 'additional': '10 mins'}","Ingredient Checklist
cup shortening. 2 cups white sugar. 4 eggs. 2 cups mashed bananas. cup water. 3 cups all-purpose flour. teaspoon baking powder. 2 teaspoons baking soda. 1 teaspoons salt. 1 teaspoon ground cinnamon. 1 teaspoon ground cloves. cup chopped pecans","Step 1 Preheat oven to 325 degrees F (165 degrees C). Grease insides of 8 (1 pint) straight sided, wide mouth canning jars. Advertisement. Step 2 In a large bowl, cream shortening and sugar until light and fluffy. Beat in eggs, bananas, and water. Sift together flour, baking powder, soda, salt, cinnamon, and cloves. Add to banana mixture. Stir in nuts.. Step 3 Pour mixture into greased WIDE MOUTH pint jars, filling 1/2 full of batter. Do NOT put lids on jars for baking. Be careful to keep the rims clean, wiping off any batter that gets on the rims.. Step 4 Bake at 325 degrees F (165 degrees C) for 45 minutes. Meanwhile, sterilize the lids and rings in boiling water.. Step 5 As soon as cake is done, remove from oven one at a time, wipe rims of jars and put on lid and ring. Jars will seal as cakes cool. Place the jars on the counter and listen for them to ""ping"" as they seal. If you miss the ""ping"", wait until they are completely cool and press on the top of the lid. If it doesn't move at all, it's sealed.. Step 6 Jars should be eaten immediately or kept sealed in refrigerator for up to a week.",,Nutrition Facts Per Serving: 238 calories; protein 2.3g 5% DV; carbohydrates 40.3g 13% DV; fat 8.1g 12% DV; cholesterol 0mg; sodium 261.3mg 11% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5110.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5110.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4298714.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F26936.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8122402.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F185538.jpg']"
7025,https://www.allrecipes.com/recipe/7025/light-oat-bread/,Light Oat Bread,Bread machine recipe.,"['bread', 'ingredients']","['Home', 'Recipes', 'Bread', 'Yeast Bread Recipes', 'White Bread Recipes']",4.737986270022883,874,"{1: 4, 2: 8, 3: 23, 4: 143, 5: 696}","{'servings': '12', 'yield': '1 -1/2 pound loaf', 'total': '3 hrs 5 mins', 'prep': '5 mins', 'cook': '3 hrs'}","Ingredient Checklist
1 cups water. 2 tablespoons margarine. 1 teaspoon salt. 3 cups all-purpose flour. cup rolled oats. 2 tablespoons brown sugar. 1 teaspoons active dry yeast",Step 1 Add ingredients to bread machine pan in order recommended by your manufacturer. Use regular light setting. Advertisement,,Nutrition Facts Per Serving: 152 calories; protein 3.9g 8% DV; carbohydrates 28.6g 9% DV; fat 2.3g 4% DV; cholesterol 0mg; sodium 216.2mg 9% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F257322.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F257322.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F73363.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F106455.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F32197.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F649016.jpg']"
7034,https://www.allrecipes.com/recipe/7034/russian-black-bread/,Russian Black Bread,"I have been looking for a good Russian Black Bread recipe. This one is the closest I have come. The vinegar adds a bit of a bite, but believe me, with cheese it is marvelous.","['bread', 'holidays-and-events', 'ingredients', 'world-cuisine']","['Home', 'Recipes', 'Bread', 'Yeast Bread Recipes', 'Whole Grain Bread Recipes', 'Rye Bread']",4.65296803652968,219,"{1: 1, 2: 4, 3: 16, 4: 28, 5: 170}","{'total': '3 hrs 15 mins', 'servings': '12', 'cook': '3 hrs', 'prep': '15 mins', 'yield': '1 1 1/2 pound loaf'}","Ingredient Checklist
1 cups water. 2 tablespoons cider vinegar. 2 cups bread flour. 1 cup rye flour. 1 teaspoon salt. 2 tablespoons margarine. 2 tablespoons dark corn syrup. 1 tablespoon brown sugar. 3 tablespoons unsweetened cocoa powder. 1 teaspoon instant coffee granules. 1 tablespoon caraway seed. teaspoon fennel seed (Optional). 2 teaspoons active dry yeast","Step 1 Place ingredients into the bread machine in order suggested by the manufacturer. Advertisement. Step 2 Use the whole wheat, regular crust setting.. Step 3 After the baking cycle ends, remove bread from pan, place on a cake rack, and allow to cool for 1 hour before slicing.","Editor's Note: To make this recipe in a stand mixer, combine all of the ingredients except the softened butter in the mixing bowl. Mix on low speed using the dough hook, scraping the dough down occasionally, for 10 minutes. Add the softened butter and mix for an additional 5 minutes. Transfer the dough to a greased bowl, cover it with plastic wrap and a kitchen towel, and allow it to rise until doubled, about 1 hour. Grease two 9x5-inch loaf pans. Deflate the dough and turn it out onto a lightly floured surface. Divide the dough in half. Flatten the dough pieces into rectangles, pressing down with your hands to pop any air bubbles. Fold the dough into thirds, rolling it slightly under your palms to form a loaf, and pinch the seam to seal. Place the loaves into the loaf pans, seam-side down, cover with a floured kitchen towel, and allow it to rise again until doubled, about 30 minutes. Bake the loaves in a preheated 400 degree oven (200 degrees C) until the crust is dark and the bottom of the loaf sounds hollow when tapped, 25 to 30 minutes. Remove the bread from the pan and cool on a wire rack.",Nutrition Facts Per Serving: 159 calories; protein 4.4g 9% DV; carbohydrates 30g 10% DV; fat 2.6g 4% DV; cholesterol 0mg; sodium 222.4mg 9% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5489197.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5489197.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F376135.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3216735.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4032195.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F154395.jpg']"
